system:index,B10_count,B10_mean,B10_variance,B11_count,B11_mean,B11_variance,B12_count,B12_mean,B12_variance,B1_count,B1_mean,B1_variance,B2_count,B2_mean,B2_variance,B3_count,B3_mean,B3_variance,B4_count,B4_mean,B4_variance,B5_count,B5_mean,B5_variance,B6_count,B6_mean,B6_variance,B7_count,B7_mean,B7_variance,B8A_count,B8A_mean,B8A_variance,B8_count,B8_mean,B8_variance,B9_count,B9_mean,B9_variance,Block,DOY_count,DOY_mean,DOY_variance,GCVI_count,GCVI_mean,GCVI_variance,GPSID,ID,NDVI_count,NDVI_mean,NDVI_variance,QA10_count,QA10_mean,QA10_variance,QA20_count,QA20_mean,QA20_variance,QA60_count,QA60_mean,QA60_variance,RNDMTRACKID,SUBID,Schedule_id,TOTID,Village,a2,a2_org,a3,a4,a5,a5_1,a5_2,a6,a6_1,a6_2,a7,a7_1,a7_1_1_r1,a7_1_1_r2,a7_1_1_r3,a7_1_1_r4,a7_2,a7_2_1_r1,a7_2_1_r2,a7_2_1_r3,a7_2_1_r4,a8,a9,a9_str,area,canopy,chemical,coordsetsn,description,district,ex_description,ex_name,gps1,gps2,gpsfileid,i1_district,i4_cocoid,intercroppingCrop,intercroppingPercent,isFertilizedType,isIntercropping,isWeeded,lodging,mstimestamp,name,noTimesIrrigated,noTimesWeeded,random,seedSource,seedVariety,swi,weedCoverPercent,yield,yieldLevel100Break,yieldLevelColors,.geo
20170118T045121_20170118T045425_T44RRN_294,5,7,0,5,1432.4,394.3,5,706.6,335.3,5,2125,45,5,1809,133.5,5,1557.2,11.7,5,1244,161.5,5,1415,69.5,5,2448.8,1130.7,5,2812,2321,5,2957.2,3163.2,5,2689.6,1275.3,5,674.8,168.2,14,5,18,0,5,726.4,528.3,Mf 5,140_2,5,367,38.5,5,0,0,5,0,0,5,0,0,552152,3593,1.05E+08,TRACK552152_SUB3593,46,2.01E+07,2011,3,20,2,0,0,1,2,3,3,3,5,2,2,0,1,1,0,0,0,2,2,NO,501.6314194,,9,3,,Muzaffarpur,,,2.02E+07,134339,6.36E+17,5,216221,,,YES Both,NO,YES,3,1.48472E+12,,2,2,0.359304305,Through Jeevika,Lal bhadur,1,>50%,480.49,5,A75715,
20170118T045121_20170118T045425_T44RRN_18,18,9,0,18,1501.222222,615.8300654,18,799.1111111,610.9281046,18,2137.333333,28.47058824,18,1829,118.7058824,18,1585.222222,85.12418301,18,1278.944444,96.52614379,18,1440.888889,150.3398693,18,2403.111111,142.6928105,18,2780.277778,594.5653595,18,2921.888889,607.751634,18,2621,1088.470588,18,681.3333333,84.94117647,14,18,18,0,18,653,798.9411765,Mf 20,132_0,18,343.5555556,58.02614379,18,0,0,18,0,0,18,0,0,914896,4053,1.05E+08,TRACK914896_SUB4053,46,2.11E+07,2111,3,2,1,1,1,1,2,3,3,3,5,3,2,0,1,15,0,0,0,2,2,NO,1717.089069,,10,2,,Muzaffarpur,,,2.02E+07,120115,6.36E+17,5,336776,mustard,<25%,YES Both,YES,YES,2,1.48472E+12,,2,2,0.405300851,Through Jeevika,Lal bhadur,1,>50%,348.54,4,89751C,
20170118T045121_20170118T045425_T44RRN_20,12,8.916666667,0.083333333,12,1398.666667,780.2424242,12,699.8333333,1854.69697,12,2129,0.727272727,12,1821.5,103.1818182,12,1569.25,235.4772727,12,1250.333333,282.969697,12,1415.916667,93.53787879,12,2442.25,3223.659091,12,2831.916667,6225.901515,12,2994.333333,13745.15152,12,2703,8122,12,669.6666667,41.6969697,14,12,18,0,12,722.5833333,5006.810606,Mf 9,143_0,12,366.5833333,383.1742424,12,0,0,12,0,0,12,0,0,661238,3686,1.05E+08,TRACK661238_SUB3686,46,2.01E+07,2011,3,20,1,3,1,1,2,3,3,2,5,2,0,0,1,10,0,0,0,1,2,NO,1020.051319,,7,1,,Muzaffarpur,,,2.02E+07,140709,6.36E+17,5,216237,Tisi,<25%,YES Both,YES,YES,3,1.48472E+12,,1,2,0.368679225,Through Jeevika,Lal bhadur,0,>50%,405.88,5,A75715,
20170118T045121_20170118T045425_T44RRN_21,13,9.307692308,0.564102564,13,1511.615385,323.2564103,13,773.9230769,316.7435897,13,2166.538462,1.269230769,13,1834,174.5,13,1578.538462,273.6025641,13,1276,472.6666667,13,1443.307692,526.2307692,13,2450.769231,4805.192308,13,2836.615385,14068.25641,13,2999.307692,11334.89744,13,2631.769231,18981.02564,13,682.6153846,18.75641026,17,13,18,0,13,666.7692308,7400.358974,Mf 77,190_0,13,345.6923077,847.2307692,13,0,0,13,0,0,13,0,0,282844,680,1.05E+08,TRACK282844_SUB680,53,1.51E+07,1511,2,10,1,1,1,2,0,0,1,2,3,2,0,0,0,0,0,0,0,2,2,NO,1009.851127,,5,1,,Muzaffarpur,,,2.02E+07,103128,6.36E+17,5,927990,mustard,<25%,YES Chemical Fertilizer,YES,NO,2,1.48472E+12,,2,0,0.068081297,purchased seeds,Lal bhadur,0,,349.44,4,89751C,
20170118T045121_20170118T045425_T44RRN_25,4,8,0,4,1538,11285.33333,4,1057.5,2296.333333,4,2024,0,4,1761.5,29.66666667,4,1514,167.3333333,4,1343.75,160.9166667,4,1408,85.33333333,4,1670.5,1875,4,1794.5,800.3333333,4,1829.5,3816.333333,4,1659.25,2244.916667,4,478,0,27,4,18,0,4,95.25,878.9166667,P 91,315_0,4,104.25,218.25,4,0,0,4,0,0,4,0,0,363711,2763,1.08E+08,TRACK363711_SUB2763,98,2.01E+07,2011,2,23,2,0,0,1,1,3,3,2,4,2,0,0,1,15,0,0,0,1,2,NO,393.421586,,6,3,,Purnia,,,2.02E+07,113639,6.36E+17,8,1336150,,,YES Both,NO,YES,3,1.48472E+12,,1,1,0.276346885,purchased seeds,Lakmanya,1,>50%,72.1,1,32CD32,
20170118T045121_20170118T045425_T44RRN_355,4,9.5,3,4,1523,12802,4,1060,2677.333333,4,2026,5.333333333,4,1767.5,37.66666667,4,1515.5,245.6666667,4,1346.75,146.9166667,4,1403.25,160.25,4,1665,3416,4,1790.5,3903,4,1817,12635.33333,4,1622.5,783,4,495,385.3333333,27,4,18,0,4,70.25,848.9166667,P 92,316_3,4,92.25,141.5833333,4,0,0,4,0,0,4,0,0,479080,281,1.08E+08,TRACK479080_SUB281,98,2.31E+07,2312,2,23,2,0,0,1,2,3,3,2,5,2,0,0,1,15,0,0,0,2,2,NO,352.746061,,7,4,,Purnia,,,2.02E+07,114651,6.36E+17,8,1336160,,,YES Both,NO,YES,3,1.48472E+12,,2,2,0.02810537,purchased seeds,Lakmanya,1,>50%,57.56,1,32CD32,
20170118T045121_20170118T045425_T44RRN_28,20,10.7,0.326315789,20,1356.15,25117.60789,20,732.3,22331.16842,20,1981.75,4.092105263,20,1709.15,324.2394737,20,1456.75,530.0921053,20,1189.9,1638.2,20,1360.5,2037.631579,20,2080.8,5988.484211,20,2371.7,15051.27368,20,2462.35,15736.55526,20,2253.7,17671.48421,20,624.2,667.1157895,27,20,18,0,20,547.15,9684.660526,P 28,261_0,20,307.45,1142.576316,20,0,0,20,0,0,20,0,0,533672,8247,1.08E+08,TRACK533672_SUB8247,88,1.01E+07,1011,2,19,2,0,0,1,1,3,1,2,2,1,0,0,0,0,0,0,0,2,2,NO,1755.310088,,3,3,,Purnia,,,2.02E+07,140235,6.36E+17,8,482104,,,YES Chemical Fertilizer,NO,YES,3,1.48472E+12,,2,1,0.824719077,purchased seeds,Lakmanya,1,>50%,383.59,4,89751C,
20170118T045121_20170118T045425_T44RRN_31,8,12,0,8,1583.625,3060.553571,8,903,3157.142857,8,1989,0,8,1728.125,568.9821429,8,1502.75,629.9285714,8,1230.75,1617.357143,8,1413.875,516.125,8,2289.125,2832.125,8,2656.625,11553.69643,8,2782.125,7488.696429,8,2552.25,13125.35714,8,663,0,27,8,18,0,8,698.625,6763.696429,P 25,265_0,8,348.5,569.4285714,8,0,0,8,0,0,8,0,0,123856,1816,1.08E+08,TRACK123856_SUB1816,88,1.01E+07,1012,1,2,2,0,0,1,2,3,3,2,2.5,2,0,0,1,200,0,0,0,2,2,NO,763.1620342,,4.5,4,,Purnia,,,2.02E+07,144323,6.36E+17,8,482051,,,YES Both,NO,YES,3,1.48472E+12,,2,2,0.181630773,used own seed,Lakmanya,1,>50%,699.71,7,E11D07,
20170118T045121_20170118T045425_T44RRN_35,10,11,0,10,1582.1,7652.766667,10,1140.7,23985.78889,10,2058,0,10,1788.4,223.3777778,10,1544,127.5555556,10,1359.6,1344.711111,10,1455,284.4444444,10,1755.8,3534.622222,10,1895.5,6988.5,10,1922.9,4815.655556,10,1791.8,5387.288889,10,488,0,27,10,18,0,10,160.2,2861.511111,P 89,319_0,10,136.3,1051.566667,10,0,0,10,0,0,10,0,0,736552,1335,1.08E+08,TRACK736552_SUB1335,89,2.51E+07,2511,2,19,2,0,0,1,1,3,1,2,3,2,0,0,0,0,0,0,0,1,2,NO,1045.071681,,5,1,,Purnia,,,2.02E+07,122101,6.36E+17,8,483611,,,YES Chemical Fertilizer,NO,YES,3,1.48472E+12,,1,1,0.133529635,purchased seeds,Lakmanya,0,>50%,375.46,4,89751C,
20170118T045121_20170118T045425_T44RRN_36,8,9,0,8,1496.5,3334.571429,8,986.375,8983.410714,8,2052,0,8,1787.875,286.6964286,8,1545.25,137.3571429,8,1349.5,1002,8,1430.5,132.8571429,8,1800,2022.857143,8,1933.625,1701.125,8,2000.625,4407.982143,8,1816.125,1471.553571,8,485,0,27,8,18,0,8,175.125,1054.696429,P 86,320_0,8,146.75,437.3571429,8,0,0,8,0,0,8,0,0,868203,7385,1.08E+08,TRACK868203_SUB7385,89,2.51E+07,2511,2,2,2,0,0,1,1,3,1,2,3,2,0,0,0,0,0,0,0,2,2,NO,714.3525829,,5,1,,Purnia,,,2.02E+07,122709,6.36E+17,8,484003,,,YES Chemical Fertilizer,NO,YES,3,1.48472E+12,,2,1,0.738579001,purchased seeds,Lakmanya,0,>50%,251.66,3,6C9223,
20170118T045121_20170118T045425_T44RRN_382,7,10.14285714,1.142857143,7,1554.428571,6711.285714,7,1027.428571,7353.619048,7,1985,14,7,1726.571429,74.95238095,7,1487,190,7,1292.285714,814.9047619,7,1380.428571,202.2857143,7,1787.142857,2461.47619,7,1935.571429,11499.28571,7,2004.428571,9549.619048,7,1749,4917.666667,7,516.5714286,48.28571429,28,7,18,0,7,175.8571429,2172.47619,P 41,271_1,7,149.2857143,404.5714286,7,0,0,7,0,0,7,0,0,693500,6125,1.08E+08,TRACK693500_SUB6125,92,2.61E+07,2612,2,19,2,0,0,1,2,3,3,2,3.5,2,0,0,1,5,0,0,0,1,2,NO,703.5518103,,5.5,2,,Purnia,,,2.02E+07,120048,6.36E+17,8,593039,,,YES Both,NO,YES,3,1.48472E+12,,1,2,0.612575795,purchased seeds,Lakmanya,1,>50%,599.29,6,C43A0E,
20170118T045121_20170118T045425_T44RRN_432,9,8,0,9,1588.888889,5588.611111,9,945.4444444,21702.27778,9,1983.333333,18.75,9,1697.111111,124.3611111,9,1487.222222,56.19444444,9,1207,518.5,9,1428.666667,1198.5,9,2208.222222,2932.694444,9,2516,9519.5,9,2611.333333,12948.25,9,2411.222222,2312.944444,9,639.8888889,213.6111111,29,9,18,0,9,620.7777778,1340.444444,P 52,296_2,9,332.2222222,249.6944444,9,0,0,9,0,0,9,0,0,208575,1380,1.08E+08,TRACK208575_SUB1380,94,1.51E+07,1511,2,2,1,1,1,1,2,3,1,2,5,2,0,0,0,0,0,0,0,2,2,NO,737.8317575,,7,4,,Purnia,,,2.02E+07,131413,6.36E+17,8,616313,mustard,<25%,YES Chemical Fertilizer,YES,YES,2,1.48472E+12,,2,2,0.13804833,purchased seeds,Lakmanya,0,>50%,407.18,5,A75715,
20170118T045121_20170118T045425_T44RRN_37,14,11,0,14,1650.428571,687.032967,14,1001.285714,35.6043956,14,1954.857143,1.054945055,14,1637.571429,108.4175824,14,1395.785714,126.489011,14,1174.928571,478.2252747,14,1320.428571,75.64835165,14,1985.428571,5024.571429,14,2224.142857,8325.362637,14,2283.285714,13075.6044,14,2011.928571,16398.99451,14,565.8571429,139.5164835,21,14,18,0,14,440.9285714,8794.840659,N 26,228_0,14,261,1226.307692,14,0,0,14,0,0,14,0,0,533074,9952,1.06E+08,TRACK533074_SUB9952,70,1.71E+07,1712,1,2,2,0,0,2,0,0,1,2,2,1.5,0,0,0,0,0,0,0,2,2,NO,1419.773545,,3.5,1,,Nalanda,,,2.02E+07,142913,6.36E+17,6,1715645,,,YES Chemical Fertilizer,NO,NO,3,1.48472E+12,,2,0,0.995292678,used own seed,HD3059,0,,517.17,6,C43A0E,
20170118T045121_20170118T045425_T44RRN_38,9,11,0,9,1776.222222,5442.944444,9,1021.111111,3681.611111,9,1991,0,9,1642.111111,108.6111111,9,1433.555556,192.2777778,9,1139.555556,1448.027778,9,1368.777778,235.6944444,9,2456.333333,7121.5,9,2819.555556,9809.027778,9,2970.333333,10079,9,2671.333333,112389.75,9,725,0,18,9,18,0,9,862.8888889,54203.61111,N 2,202_0,9,397.1111111,4020.361111,9,0,0,9,0,0,9,0,0,348016,5091,1.06E+08,TRACK348016_SUB5091,56,2.51E+07,2512,2,7,2,0,0,1,1,1,1,2,5,2.5,0,0,0,0,0,0,0,2,2,NO,859.4971061,,7.5,1,,Nalanda,,,2.02E+07,125337,6.36E+17,6,623096,,,YES Chemical Fertilizer,NO,YES,3,1.48472E+12,,2,1,0.5091163,purchased seeds,HD3059,0,<25%,780.22,8,FF0000,
20170118T045121_20170118T045425_T44RRN_39,14,12.85714286,0.285714286,14,1702.214286,22202.02747,14,883.2857143,10142.52747,14,1914,14,14,1575.214286,62.18131868,14,1368.857143,81.20879121,14,1060.357143,639.3241758,14,1326.357143,745.0164835,14,2497.571429,20145.95604,14,2963.785714,50546.64286,14,3175.928571,57746.22527,14,2923.785714,35796.64286,14,708.1428571,18.28571429,2,14,18,0,14,1135.357143,19242.70879,59,47_0,14,465.8571429,1082.593407,14,0,0,14,0,0,14,0,0,353822,328,1.01E+08,TRACK353822_SUB328,7,1.51E+07,1512,2,12,2,0,0,1,1,1,1,2,3,1.5,0,0,0,0,0,0,0,2,2,NO,1242.140203,,4.5,1,,Gaya,,,2.02E+07,141712,6.36E+17,1,1746227,,,YES Chemical Fertilizer,NO,YES,3,1.48472E+12,,2,1,0.032839766,purchased seeds,Sonalika,0,<25%,523.12,6,C43A0E,
20170118T045121_20170118T045425_T44RRN_40,2,9,0,2,1953,0,2,1309,0,2,1882,0,2,1648,1568,2,1471,648,2,1268.5,6160.5,2,1432,0,2,2091,0,2,2353,0,2,2443,0,2,2170,3362,2,622,0,30,2,18,0,2,475,4232,P 81,307_0,2,262,1682,2,0,0,2,0,0,2,0,0,356142,2974,1.08E+08,TRACK356142_SUB2974,97,2.51E+07,2511,2,2,2,0,0,1,3,3,3,2,3,2,0,0,1,20,0,0,0,3,2,NO,191.8149156,,5,2,,Purnia,,,2.02E+07,154624,6.36E+17,8,703159,,,YES Both,NO,YES,3,1.48472E+12,,3,3,0.297432034,purchased seeds,Lakmanya,0,>50%,280.08,3,6C9223,
20170118T045121_20170118T045425_T44RRN_192,1,9,,1,1697,,1,949,,1,1859,,1,1618,,1,1428,,1,1183,,1,1380,,1,2111,,1,2387,,1,2571,,1,2271,,1,604,,30,1,18,,1,590,,P 80,310_1,1,314,,1,0,,1,0,,1,0,,530399,8618,1.08E+08,TRACK530399_SUB8618,97,1.21E+07,1212,2,2,2,0,0,1,1,3,3,2,3,2,0,0,1,2,0,0,0,2,2,NO,155.4607601,,5,3,,Purnia,,,2.02E+07,163133,6.36E+17,8,703208,,,YES Both,NO,YES,3,1.48472E+12,,2,1,0.861859032,purchased seeds,Lakmanya,1,>50%,307.9,4,89751C,
20170118T045121_20170118T045425_T44RRN_42,7,9,0,7,1646.571429,2559.285714,7,862.1428571,610.1428571,7,1857,0,7,1606.857143,110.4761905,7,1408.714286,163.9047619,7,1170.857143,521.8095238,7,1358.571429,1390.285714,7,2109.142857,16901.14286,7,2428.857143,22415.47619,7,2581.857143,24368.14286,7,2334.571429,16667.28571,7,649,0,30,7,18,0,7,656.4285714,6714.285714,P 83,308_0,7,330.5714286,707.952381,7,0,0,7,0,0,7,0,0,484330,2235,1.08E+08,TRACK484330_SUB2235,97,2.61E+07,2611,2,2,2,0,0,1,2,3,3,2,4,2,0,0,1,10,0,0,0,1,2,NO,609.7702893,PARTIAL,6,1,,Purnia,,,2.02E+07,160107,6.36E+17,8,703162,,,YES Both,NO,YES,3,1.48472E+12,,1,2,0.223515714,purchased seeds,Lakmanya,0,>50%,287.35,3,6C9223,
20170118T045121_20170118T045425_T44RRN_44,4,8.5,0.333333333,4,1578,576,4,806.5,1070.333333,4,1879,192,4,1612,120.6666667,4,1418.5,105.6666667,4,1154,178,4,1379.5,113,4,2277.25,2470.25,4,2642.5,3825,4,2803.75,9710.25,4,2550.5,795.6666667,4,656.5,3,30,4,18,0,4,797.75,942.9166667,P 82,309_1,4,376.5,83,4,0,0,4,0,0,4,0,0,672336,3726,1.08E+08,TRACK672336_SUB3726,97,1.11E+07,1112,2,2,2,0,0,1,2,3,3,2,5,2,0,0,1,15,0,0,0,1,2,NO,371.3678007,,7,2,,Purnia,,,2.02E+07,161109,6.36E+17,8,703164,,,YES Both,NO,YES,3,1.48472E+12,,1,2,0.372629225,purchased seeds,Lakmanya,0,>50%,282.71,3,6C9223,
20170118T045121_20170118T045425_T44RRN_45,2,9,0,2,1832,0,2,1009,0,2,1859,0,2,1608.5,4.5,2,1406.5,60.5,2,1194,2,2,1320,0,2,1998,0,2,2302,0,2,2466,0,2,2234.5,2964.5,2,604,0,30,2,18,0,2,588.5,2244.5,P 78,312_0,2,303,128,2,0,0,2,0,0,2,0,0,2755,1102,1.08E+08,TRACK2755_SUB1102,97,2.51E+07,2511,2,19,2,0,0,1,1,3,3,2,3,2,0,0,1,10,0,0,0,2,2,NO,158.4879358,,5,1,,Purnia,,,2.02E+07,164010,6.36E+17,8,702528,,,YES Both,NO,YES,0,1.48472E+12,,2,1,0.110233908,purchased seeds,Lakmanya,0,>50%,,,,
20170118T045121_20170118T045425_T44RRN_195,2,8,0,2,1590.5,3784.5,2,876.5,2244.5,2,1957,0,2,1680,512,2,1490.5,24.5,2,1207.5,4.5,2,1387,50,2,2238.5,264.5,2,2599,3362,2,2767,1352,2,2411,32,2,645,0,30,2,18,0,2,617,2,P 74,306_1,2,332,0,2,0,0,2,0,0,2,0,0,987084,3746,1.08E+08,TRACK987084_SUB3746,96,2.41E+07,2411,2,2,2,0,0,1,1,3,3,2,2,2,0,0,1,10,0,0,0,2,2,NO,181.5873672,,4,2,,Purnia,,,2.02E+07,122455,6.36E+17,8,907401,,,YES Both,NO,YES,3,1.48472E+12,,2,1,0.374693025,purchased seeds,Lakmanya,1,>50%,381.44,4,89751C,
20170118T045121_20170118T045425_T44RRN_46,1,6,,1,1590,,1,941,,1,1942,,1,1688,,1,1488,,1,1256,,1,1401,,1,2088,,1,2323,,1,2464,,1,2110,,1,607,,30,1,18,,1,418,,P 77,305_0,1,253,,1,0,,1,0,,1,0,,776971,3575,1.08E+08,TRACK776971_SUB3575,96,1.21E+07,1211,2,19,2,0,0,1,2,3,3,2,4,3,0,0,1,40,0,0,0,2,2,NO,100.1999788,,7,2,,Purnia,,,2.02E+07,114521,6.36E+17,8,907445,,,YES Both,NO,YES,3,1.48472E+12,,2,2,0.357584394,purchased seeds,Lakmanya,1,>50%,443.43,5,A75715,
20170118T045121_20170118T045425_T44RRN_197,2,6,0,2,1633.5,3784.5,2,1010.5,9660.5,2,1942,0,2,1692,32,2,1482,50,2,1242.5,12.5,2,1406.5,60.5,2,2072,512,2,2315,128,2,2439,1250,2,2182,288,2,607,0,30,2,18,0,2,472,18,P 75,304_1,2,273.5,24.5,2,0,0,2,0,0,2,0,0,526799,1995,1.08E+08,TRACK526799_SUB1995,96,2.01E+07,2011,1,2,2,0,0,1,1,3,3,2,4,2,0,0,1,10,0,0,0,1,2,NO,179.2594755,,6,2,,Purnia,,,2.02E+07,112155,6.36E+17,8,870731,,,YES Both,NO,YES,3,1.48472E+12,,1,1,0.19958392,used own seed,Lakmanya,1,>50%,403.46,5,A75715,
20170118T045121_20170118T045425_T44RRN_48,2,8,0,2,1486.5,4512.5,2,830,2450,2,1928,0,2,1612,128,2,1388,2,2,1105,0,2,1298.5,264.5,2,1993,4050,2,2302.5,4704.5,2,2447.5,12960.5,2,1986.5,1300.5,2,620,0,12,2,18,0,2,430.5,612.5,Md 76,98_0,2,284.5,60.5,2,0,0,2,0,0,2,0,0,855722,5110,1.04E+08,TRACK855722_SUB5110,38,2.71E+07,2712,2,19,2,0,0,1,1,1,3,2,3,3,0,0,1,3,0,0,0,1,2,NO,226.6910361,,6,1,,Madjubani,,,2.02E+07,124923,6.36E+17,4,972524,,,YES Both,NO,YES,3,1.48472E+12,,1,1,0.511082587,purchased seeds,VP242,1,<25%,356.23,4,89751C,
20170118T045121_20170118T045425_T44RRN_49,1,10,,1,1844,,1,1274,,1,1889,,1,1590,,1,1400,,1,1237,,1,1352,,1,1890,,1,2122,,1,2208,,1,1989,,1,592,,12,1,18,,1,420,,Md 68,102_0,1,233,,1,0,,1,0,,1,0,,153411,3667,1.04E+08,TRACK153411_SUB3667,35,1.81E+07,1812,2,19,2,0,0,1,1,3,2,0,0,0,0,0,1,5,0,0,0,1,2,NO,129.001311,,0,1,,Madjubani,,,2.02E+07,142751,6.36E+17,4,1660330,,,YES Manure,NO,YES,3,1.48472E+12,,1,1,0.366763948,purchased seeds,VP242,1,>50%,405.19,5,A75715,
20170118T045121_20170118T045425_T44RRN_50,1,9,,1,1589,,1,854,,1,1894,,1,1566,,1,1364,,1,1084,,1,1324,,1,2092,,1,2363,,1,2486,,1,2105,,1,647,,12,1,18,,1,543,,Md 47,92_0,1,320,,1,0,,1,0,,1,0,,767271,7270,1.04E+08,TRACK767271_SUB7270,36,2122016,212,2,19,1,1,1,1,1,2,2,0,0,0,0,0,1,5,0,0,0,1,2,NO,89.74851617,,0,1,,Madjubani,,,2.02E+07,141203,6.36E+17,4,313195,mustard,<25%,YES Manure,YES,YES,3,1.48472E+12,,1,1,0.727037971,purchased seeds,VP242,1,~50%,426.86,5,A75715,
20170118T045121_20170118T045425_T44RRN_209,1,9,,1,1589,,1,854,,1,1894,,1,1570,,1,1341,,1,1055,,1,1324,,1,2092,,1,2363,,1,2486,,1,2284,,1,647,,12,1,18,,1,703,,Md 71,97_2,1,368,,1,0,,1,0,,1,0,,155422,1371,1.04E+08,TRACK155422_SUB1371,35,1.91E+07,1912,2,19,1,1,2,1,1,1,2,0,0,0,0,0,2,5,5,0,0,1,2,NO,89.66449741,,0,3,,Madjubani,,,2.02E+07,124452,6.36E+17,4,1665947,mustard,~50%,YES Manure,YES,YES,3,1.48472E+12,,1,1,0.13711112,purchased seeds,VP242,1,<25%,211.2,3,6C9223,
20170118T045121_20170118T045425_T44RRN_222,2,10,0,2,1711.5,1624.5,2,1054.5,9384.5,2,1981,0,2,1639,338,2,1430.5,312.5,2,1151,1800,2,1375.5,2112.5,2,2219,512,2,2507,3362,2,2658,4232,2,2315.5,8320.5,2,614,0,12,2,18,0,2,618.5,7080.5,Md 81,107_1,2,335,1152,2,0,0,2,0,0,2,0,0,880697,7782,1.04E+08,TRACK880697_SUB7782,40,1.31E+07,1311,2,19,2,0,0,2,0,0,3,2,2,2,0,0,1,5,0,0,0,3,2,NO,158.8509983,,4,2,,Madjubani,,,2.02E+07,120439,6.36E+17,4,1974351,,,YES Both,NO,NO,3,1.48472E+12,,3,0,0.778257546,purchased seeds,VP242,1,,438.16,5,A75715,
20170118T045121_20170118T045425_T44RRN_226,1,10,,1,1740,,1,1116,,1,2014,,1,1681,,1,1430,,1,1200,,1,1366,,1,1950,,1,2121,,1,2250,,1,2012,,1,588,,12,1,18,,1,406,,Md 85,117_3,1,252,,1,0,,1,0,,1,0,,650684,5885,1.04E+08,TRACK650684_SUB5885,40,2.21E+07,2212,2,19,2,0,0,1,1,1,3,2,2,2.5,0,0,1,4,0,0,0,1,2,NO,101.5950326,,4.5,4,,Madjubani,,,2.02E+07,153621,6.36E+17,4,1974356,,,YES Both,NO,YES,3,1.48472E+12,,1,1,0.588502473,purchased seeds,VP242,1,<25%,261.43,3,6C9223,
20170118T045121_20170118T045425_T44RRN_232,2,13,0,2,1761,72,2,975.5,924.5,2,1963,0,2,1646,882,2,1406.5,24.5,2,1160,882,2,1358.5,220.5,2,2206.5,5100.5,2,2543.5,8844.5,2,2712,13778,2,2433,18050,2,628,0,13,2,18,0,2,729,7938,Md 106,118_1,2,353.5,180.5,2,0,0,2,0,0,2,0,0,269338,6001,1.04E+08,TRACK269338_SUB6001,42,2.81E+07,2811,2,19,2,0,0,1,1,1,3,1,2.5,0,0,0,1,4,0,0,0,2,2,NO,160.8410919,,2.5,2,,Madjubani,,,2.02E+07,94025,6.36E+17,4,1976221,,,YES Both,NO,YES,3,1.48472E+12,,2,1,0.600199569,purchased seeds,VP242,1,<25%,300.52,4,89751C,
20170118T045121_20170118T045425_T44RRN_241,4,9,0,4,1652,2639.333333,4,909,11768.66667,4,1909,0,4,1568,191.3333333,4,1378.25,72.91666667,4,1079.25,170.25,4,1351.25,520.9166667,4,2311.75,25052.91667,4,2702.5,56141.66667,4,2869,71618.66667,4,2519.25,9078.916667,4,674,0,13,4,18,0,4,827.25,4708.916667,Md 108,123_1,4,399.5,249.6666667,4,0,0,4,0,0,4,0,0,267469,5711,1.04E+08,TRACK267469_SUB5711,43,2.01E+07,2012,2,7,2,0,0,1,1,1,3,1,2,0,0,0,1,6,0,0,0,1,2,NO,264.6180929,,2,2,,Madjubani,,,2.02E+07,105709,6.36E+17,4,1337886,,,YES Both,NO,YES,2,1.48472E+12,,1,1,0.571140721,purchased seeds,VP242,1,<25%,430.27,5,A75715,
20170118T045121_20170118T045425_T44RRN_243,2,9,0,2,1693,0,2,1002,0,2,2107,0,2,1777.5,84.5,2,1518,8,2,1257,50,2,1437,0,2,2141,0,2,2424,0,2,2544,0,2,2224.5,180.5,2,593,0,13,2,18,0,2,465,32,Md 96,110_1,2,277.5,0.5,2,0,0,2,0,0,2,0,0,27877,4868,1.04E+08,TRACK27877_SUB4868,41,2.51E+07,2511,2,19,2,0,0,1,2,1,3,1,1,0,0,0,1,5,0,0,0,2,2,NO,92.73518378,,1,2,,Madjubani,,,2.02E+07,132625,6.36E+17,4,657369,,,YES Both,NO,YES,3,1.48472E+12,,2,2,0.486843372,purchased seeds,VP242,1,<25%,467.85,5,A75715,
20170118T045121_20170118T045425_T44RRN_52,4,10.5,3,4,1701,1121.333333,4,1020.5,5720.333333,4,2113.5,75,4,1788.75,32.25,4,1530,152.6666667,4,1302.5,110.3333333,4,1434,48,4,2027,2581.333333,4,2273.5,4408.333333,4,2448.5,5208.333333,4,2183.25,1892.25,4,615,645.3333333,13,4,18,0,4,426.5,909.6666667,Md 92,105_0,4,252,162,4,0,0,4,0,0,4,0,0,976769,5848,1.04E+08,TRACK976769_SUB5848,41,1.81E+07,1811,2,19,2,0,0,1,1,1,3,1,2,0,0,0,1,5,0,0,0,2,2,NO,291.674837,,2,1,,Madjubani,,,2.02E+07,114355,6.36E+17,4,657307,,,YES Both,NO,YES,3,1.48472E+12,,2,1,0.584801605,purchased seeds,VP242,1,<25%,439.8,5,A75715,
